Id,Reputation,CreationDate,Views,UpVotes,DownVotes
826,101,2010-08-09 00:24:26,0,0,0
827,262,2010-08-09 00:50:23,22,6,0
828,101,2010-08-09 09:23:03,0,0,0
829,101,2010-08-09 09:24:09,0,0,0
830,830,2010-08-09 10:15:07,174,148,0
831,101,2010-08-09 11:14:59,1,0,0
833,21,2010-08-09 17:58:31,0,0,0
834,136,2010-08-09 18:16:21,45,8,0
835,176,2010-08-09 20:00:22,12,36,0
836,101,2010-08-09 20:09:00,2,0,0
838,101,2010-08-09 20:28:47,0,6,0
839,101,2010-08-09 21:48:37,1,0,0
840,259,2010-08-09 22:14:42,63,19,1
842,101,2010-08-09 23:55:16,5,24,0
844,101,2010-08-10 01:07:04,1,0,0
845,597,2010-08-10 02:41:38,46,22,0
846,101,2010-08-10 04:31:37,3,0,0
847,591,2010-08-10 04:33:05,67,15,0
850,193,2010-08-10 05:40:22,9,10,0
851,1075,2010-08-10 06:40:12,77,11,1
852,21,2010-08-10 08:19:24,7,0,0
855,101,2010-08-10 19:46:30,2,0,0
856,51,2010-08-10 20:48:09,1,0,0
857,101,2010-08-10 22:00:08,6,0,0
858,2834,2010-08-10 22:28:36,434,333,24
861,130,2010-08-11 04:04:34,12,2,0
862,531,2010-08-11 05:14:30,90,2,0
865,101,2010-08-11 07:29:40,1,0,0
866,1,2010-08-11 10:49:18,3,0,0
867,11,2010-08-11 12:02:00,1,0,0
869,131,2010-08-11 13:24:43,3,1,0
870,257,2010-08-11 13:29:18,13,7,0
871,101,2010-08-11 14:07:20,2,3,0
872,128,2010-08-11 14:31:32,5,5,0
873,451,2010-08-11 15:02:31,27,0,0
876,123,2010-08-11 18:37:44,8,4,0
877,101,2010-08-11 19:17:23,8,1,0
878,101,2010-08-11 19:21:31,4,0,0
879,101,2010-08-11 21:00:29,0,2,0
880,88,2010-08-11 21:12:15,7,0,0
881,1118,2010-08-11 21:12:38,62,6,2
882,101,2010-07-26 19:45:25,6,5,0
884,101,2010-08-11 23:55:55,3,0,0
887,18187,2010-08-12 07:45:05,1660,230,4
888,315,2010-08-12 08:08:39,21,8,0
890,155,2010-08-12 10:21:04,66,23,0
891,101,2010-08-12 11:28:37,14,0,0
892,2772,2010-08-12 12:29:55,207,167,2
894,101,2010-08-12 15:48:33,0,0,0
899,101,2010-08-12 20:06:17,0,0,0
900,1054,2010-08-12 20:48:53,87,221,0
901,101,2010-08-12 22:15:15,2,11,0
902,101,2010-08-12 22:54:51,0,0,0
903,128,2010-08-12 23:01:30,14,4,0
906,101,2010-08-13 01:05:18,2,0,0
909,171,2010-08-13 02:08:46,4,3,0
911,101,2010-08-13 04:45:16,0,0,0
912,101,2010-08-13 08:25:15,0,0,0
913,262,2010-08-13 08:46:01,27,3,0
914,159,2010-08-13 10:13:51,16,7,0
919,87393,2010-08-13 15:29:47,20932,11273,779
923,101,2010-08-13 17:50:17,1,0,0
926,101,2010-08-13 18:20:30,0,0,0
927,21,2010-08-13 18:20:55,1,0,0
928,101,2010-08-13 18:34:20,0,0,0
929,101,2010-08-13 20:09:48,0,0,0
930,31170,2010-08-13 20:50:47,5529,10523,214
931,101,2010-08-13 22:21:53,1,0,0
932,101,2010-08-13 22:30:25,0,0,0
933,118,2010-08-13 23:26:26,0,7,0
934,101,2010-08-14 00:06:00,0,0,0
935,101,2010-08-14 00:49:06,0,0,0
937,115,2010-08-14 03:55:51,1,2,0
938,171,2010-08-14 06:21:19,15,7,0
939,131,2010-08-14 08:42:32,0,0,0
940,101,2010-08-14 12:37:44,1,0,0
941,101,2010-08-14 14:55:08,0,0,0
942,151,2010-08-14 17:51:46,4,0,0
944,126,2010-08-14 19:37:22,6,2,0
945,123,2010-08-14 19:56:30,9,19,0
948,101,2010-08-15 01:26:16,0,1,0
952,14,2010-08-15 13:46:40,2,0,0
954,101,2010-08-15 15:38:29,2,0,0
955,101,2010-08-15 15:47:33,0,0,0
956,218,2010-08-15 16:33:30,14,47,1
957,135,2010-08-15 17:25:37,35,1,0
959,326,2010-08-15 23:40:28,19,1,0
960,101,2010-08-16 04:52:02,0,0,0
961,620,2010-08-16 06:16:23,73,86,3
962,43,2010-08-16 11:33:22,13,1,0
963,101,2010-08-16 11:58:26,0,0,0
966,1290,2010-08-16 15:19:08,137,244,0
968,108,2010-08-16 17:34:22,3,10,0
970,101,2010-08-16 18:17:15,1,0,0
971,101,2010-08-16 19:00:49,0,0,0
972,150,2010-08-16 19:31:58,9,5,1
973,101,2010-08-16 21:57:12,3,3,0
976,239,2010-08-17 06:31:26,20,63,0
977,423,2010-08-17 09:04:15,65,13,0
978,101,2010-08-17 09:49:56,0,1,0
979,261,2010-08-17 12:01:44,31,12,0
980,101,2010-08-17 15:32:53,1,0,0
981,101,2010-08-17 17:10:29,1,0,0
982,101,2010-08-17 17:49:20,2,2,0
983,101,2010-08-17 18:43:17,0,0,0
985,101,2010-08-18 02:42:21,15,2,0
986,148,2010-08-18 08:13:36,8,3,0
988,168,2010-08-18 13:28:23,61,31,0
989,101,2010-08-18 14:18:27,2,0,0
990,147,2010-08-18 14:41:39,46,11,0
991,143,2010-08-18 16:42:04,5,1,0
993,28,2010-08-19 00:27:20,1,3,0
994,323,2010-08-19 00:58:27,65,9,1
995,196,2010-08-19 02:23:45,10,4,0
996,364,2010-08-19 04:41:58,68,10,0
997,198,2010-08-19 04:45:52,25,0,0
998,101,2010-08-19 06:26:34,0,0,0
1000,101,2010-08-19 09:23:04,2,1,0
1001,111,2010-08-19 11:22:28,2,2,0
1004,136,2010-08-19 15:01:20,6,2,0
1005,3679,2010-08-19 15:31:09,870,325,0
1007,444,2010-08-19 16:06:00,264,8,0
1010,101,2010-08-19 17:31:36,1,0,0
1011,191,2010-08-19 19:35:58,9,0,0
1013,96,2010-08-19 20:52:10,18,0,0
1014,101,2010-08-19 21:04:49,0,0,0
1015,101,2010-08-19 21:20:00,1,0,0
1016,111,2010-08-19 23:42:51,1,8,0
1017,101,2010-08-20 00:51:47,2,13,0
1019,119,2010-08-20 05:24:13,6,10,0
1021,167,2010-08-20 14:26:43,4,29,0
1024,58,2010-08-20 17:05:39,12,0,0
1025,136,2010-08-20 18:30:38,4,0,0
1026,167,2010-08-20 19:02:43,10,8,0
1027,156,2010-08-20 19:36:30,2,4,0
1028,360,2010-08-20 20:37:32,45,30,2
1029,28,2010-08-20 21:42:23,2,0,0
1030,101,2010-08-21 04:23:42,2,0,0
1032,101,2010-08-21 16:01:54,4,2,0
1033,130,2010-08-21 21:27:38,8,0,1
1034,26,2010-08-21 22:48:50,4,0,0
1035,106,2010-08-21 22:57:18,6,2,0
1036,8236,2010-08-22 00:22:31,1305,11442,43
1040,101,2010-08-22 04:07:09,2,0,0
1041,101,2010-08-22 04:07:24,0,0,0
1043,55,2010-08-22 14:07:01,37,2,0
1047,31,2010-08-22 17:50:44,0,2,0
1048,468,2010-08-22 19:22:17,135,28,0
1049,106,2010-08-22 19:45:19,6,0,0
1050,478,2010-08-22 20:21:13,53,39,2
1053,101,2010-08-23 00:08:54,0,0,0
1054,131,2010-08-23 00:31:13,5,0,0
1056,21,2010-08-23 08:16:49,2,0,0
1059,101,2010-08-23 12:41:51,0,7,0
1063,101,2010-08-23 16:14:38,0,0,0
1064,101,2010-08-23 16:20:03,0,1,0
1065,111,2010-08-23 16:21:10,7,6,0
1066,101,2010-08-23 17:10:20,10,0,0
1068,31,2010-08-23 18:26:13,4,0,0
1069,101,2010-08-23 18:29:33,0,0,0
1072,126,2010-08-23 23:13:13,6,0,0
1073,101,2010-08-23 23:22:13,3,0,0
1074,101,2010-08-24 02:44:33,1,2,0
1075,213,2010-08-24 08:40:15,28,26,1
1076,101,2010-08-24 15:27:57,4,18,0
1077,444,2010-08-24 16:15:31,222,50,0
1079,192,2010-08-24 19:04:51,33,8,0
1080,1597,2010-08-25 04:36:34,188,81,1
1082,106,2010-08-25 12:19:37,11,5,0
1083,101,2010-08-25 13:13:15,0,1,0
1084,276,2010-08-25 14:11:09,45,42,1
1085,101,2010-08-25 16:26:36,2,0,0
1087,101,2010-08-25 19:26:46,1,0,0
1088,38,2010-08-25 20:48:41,4,6,0
1090,93,2010-08-25 22:34:45,16,0,0
1091,39,2010-08-26 07:43:30,10,1,0
1092,101,2010-08-26 09:01:31,1,0,0
1094,23,2010-08-26 09:24:08,5,0,0
1098,305,2010-08-26 17:19:15,48,69,0
1099,1,2010-08-26 17:39:49,0,0,0
1100,101,2010-08-26 19:28:33,1,0,0
1101,101,2010-08-26 21:24:05,5,4,0
1102,329,2010-08-26 22:47:05,55,15,0
1103,101,2010-08-26 23:58:44,1,1,0
1104,100,2010-08-27 06:41:58,0,10,1
1105,296,2010-08-27 09:58:51,7,1,0
1106,2410,2010-08-27 19:17:29,140,202,2
1107,506,2010-08-27 20:32:03,87,35,1
1108,3555,2010-08-28 02:26:46,386,347,1
1109,101,2010-08-28 03:22:43,0,0,0
1110,101,2010-08-28 21:48:54,1,0,0
1112,326,2010-08-29 01:56:50,36,24,0
1113,101,2010-08-29 04:58:58,1,0,0
1114,121,2010-08-29 14:32:04,9,1,0
1115,101,2010-08-29 19:16:50,0,0,0
1117,195,2010-08-29 22:50:57,9,6,0
1118,935,2010-08-30 04:43:38,278,88,2
1119,678,2010-08-30 13:36:46,28,10,0
1120,113,2010-08-30 19:37:27,5,1,0
1121,130,2010-08-30 23:36:27,10,6,0
1122,1544,2010-08-31 00:32:34,196,0,0
1123,101,2010-08-31 05:36:40,0,0,0
1124,3000,2010-08-31 10:07:27,456,140,7
1125,101,2010-08-31 11:22:52,0,0,0
1126,299,2010-08-31 11:43:26,30,9,2
1127,148,2010-08-31 15:18:49,25,0,0
1130,101,2010-08-31 23:15:05,1,0,0
1131,101,2010-08-31 23:48:49,0,0,0
1133,3,2010-09-01 09:46:35,2,0,0
1134,93,2010-09-01 09:58:38,31,1,0
1135,116,2010-09-01 12:05:35,4,0,0
1136,101,2010-09-01 13:52:31,1,0,0
1137,173,2010-09-01 14:22:15,4,0,0
1138,169,2010-09-01 16:38:16,5,15,0
1141,148,2010-09-01 21:01:18,11,2,0
1142,100,2010-09-01 21:07:13,48,1,1
1144,246,2010-09-02 00:43:07,95,30,0
1146,1086,2010-09-02 01:44:48,189,73,6
1147,101,2010-09-02 05:43:30,1,2,0
1148,66,2010-09-02 07:07:02,82,4,0
1149,101,2010-09-02 08:42:58,0,1,0
1150,585,2010-09-02 10:18:55,56,25,0
1151,101,2010-09-02 10:20:25,6,1,0
1152,101,2010-09-02 12:35:06,1,0,0
1153,1,2010-09-02 13:31:41,1,0,0
1154,386,2010-09-02 13:41:58,137,252,3
1156,101,2010-09-02 21:00:37,0,0,0
1157,138,2010-09-02 21:26:06,39,10,0
1158,33,2010-09-02 21:55:24,5,1,0
1160,101,2010-09-02 23:37:01,0,0,0
1161,101,2010-09-02 23:41:32,0,0,0
1162,101,2010-09-02 23:42:12,1,0,0
1163,301,2010-09-02 23:42:31,43,2,0
1164,101,2010-09-02 23:52:59,3,2,0
1166,101,2010-09-02 23:55:40,4,1,0
1167,16,2010-09-03 00:31:28,5,0,0
1169,101,2010-09-03 00:47:47,1,0,0
1170,101,2010-09-03 01:53:25,0,1,0
1173,101,2010-09-03 02:28:36,1,0,0
1178,101,2010-09-03 07:00:24,0,0,0
1179,101,2010-09-03 08:36:45,1,1,0
1180,101,2010-09-03 09:20:40,0,1,0
1181,101,2010-09-03 11:33:39,0,0,0
1182,101,2010-09-03 11:45:16,2,2,0
1183,101,2010-09-03 11:49:43,0,0,0
1185,16,2010-09-03 12:06:10,10,0,0
1186,101,2010-09-03 12:24:01,0,0,0
1187,101,2010-09-03 13:06:41,2,0,0
1189,78,2010-09-03 14:01:11,5,3,0
1190,101,2010-09-03 16:15:53,6,2,0
1191,2768,2010-09-03 17:00:30,93,260,1
1192,101,2010-09-04 04:50:44,0,2,0
1194,103,2010-09-04 06:19:24,0,2,0
1195,442,2010-09-04 09:08:01,34,13,0
1197,108,2010-09-05 03:22:50,13,0,0
1200,101,2010-09-05 15:47:37,1,0,0
1201,111,2010-09-05 23:52:44,10,1,0
1202,101,2010-09-06 01:05:20,1,0,0
1204,151,2010-09-06 14:45:18,3,0,0
1205,212,2010-09-06 15:59:46,34,11,0
1208,148,2010-09-08 01:45:50,6,2,0
1210,158,2010-09-08 03:52:35,26,5,1
1211,101,2010-09-08 06:07:39,0,0,0
1212,187,2010-09-08 09:58:09,28,23,0
1215,339,2010-09-08 11:33:12,40,18,0
1216,175,2010-09-08 11:49:25,22,0,0
1219,353,2010-09-08 13:31:28,54,13,2
1220,68,2010-09-08 13:44:21,7,17,0
1224,437,2010-09-08 17:08:17,39,5,0
1225,111,2010-09-08 17:47:38,3,2,0
1226,101,2010-09-08 19:22:18,1,0,0
1227,170,2010-09-08 19:47:50,13,1,0
1229,526,2010-09-08 23:54:54,34,11,0
1234,101,2010-09-09 09:29:13,0,0,0
1238,101,2010-09-10 01:26:55,0,0,0
1239,101,2010-09-10 01:58:28,0,0,0
1242,101,2010-09-10 13:16:32,1,0,0
1244,101,2010-09-10 14:18:01,0,0,0
1246,101,2010-09-11 01:28:34,7,1,0
1247,158,2010-09-11 02:42:48,8,7,0
1248,173,2010-09-11 13:12:35,25,2,0
1249,101,2010-09-11 17:46:04,0,0,0
1250,559,2010-09-11 19:03:46,47,17,0
1251,55,2010-09-11 23:08:48,31,8,0
1252,101,2010-09-12 03:46:18,1,0,0
1253,51,2010-09-12 04:58:50,2,2,0
1255,101,2010-09-12 05:54:46,1,1,0
1256,111,2010-09-12 13:57:45,3,2,0
1259,128,2010-09-12 15:02:29,14,4,0
1260,153,2010-09-12 15:52:20,1,0,0
1261,188,2010-09-12 16:44:40,22,3,0
1262,101,2010-09-12 18:56:59,0,0,0
1265,451,2010-09-13 07:03:00,110,19,0
1266,186,2010-09-13 11:47:27,12,0,0
1267,121,2010-09-13 13:52:04,10,2,0
1268,101,2010-09-13 17:15:29,7,1,0
1269,101,2010-09-13 20:17:22,1,4,0
1270,639,2010-09-13 20:53:15,83,42,0
1271,101,2010-09-13 23:34:15,1,0,0
1272,21,2010-09-14 00:12:15,1,0,0
1273,101,2010-09-14 00:51:42,33,0,0
1276,101,2010-09-14 17:30:20,0,1,0
1277,1,2010-09-14 20:07:43,1,0,0
1279,26,2010-09-15 00:45:10,19,0,0
1280,101,2010-09-15 02:48:10,1,0,0
1282,101,2010-09-15 08:22:00,0,0,0
1283,31,2010-09-15 09:37:05,7,0,0
1284,21,2010-09-15 10:44:09,2,0,0
1287,133,2010-09-15 14:09:24,6,1,0
1290,38,2010-09-15 16:40:39,30,2,0
1291,303,2010-09-15 19:12:26,214,15,0
1292,101,2010-09-15 20:09:31,2,0,0
1293,101,2010-09-15 21:57:00,0,0,0
1294,101,2010-09-16 01:30:02,0,0,0
1295,101,2010-09-16 02:08:26,0,0,0
1296,101,2010-09-16 02:10:32,0,0,0
1297,101,2010-09-16 02:12:32,0,0,0
1298,101,2010-09-16 02:25:37,0,0,0
1299,101,2010-09-16 02:54:45,2,0,0
1300,101,2010-09-16 03:26:06,0,1,0
1302,101,2010-09-16 03:47:13,0,0,0
1303,11,2010-09-16 04:03:17,2,0,0
1305,101,2010-09-16 04:36:09,1,0,0
1306,101,2010-09-16 06:04:35,0,0,0
1307,4128,2010-09-16 07:00:59,5025,600,10
1308,101,2010-09-16 07:01:53,1,0,0
1309,101,2010-09-16 07:13:25,0,0,0
1311,101,2010-09-16 07:27:16,1,0,0
1312,101,2010-09-16 07:36:26,0,4,0
1313,141,2010-09-16 07:57:09,3,1,0
1314,76,2010-09-16 08:29:58,6,3,0
1315,101,2010-09-16 09:10:05,3,0,0
1316,178,2010-09-16 11:46:21,18,2,0
1318,101,2010-09-16 13:03:52,1,1,0
1319,101,2010-09-16 13:27:53,2,1,0
1320,330,2010-09-16 15:43:44,67,73,0
1321,101,2010-09-16 15:46:33,1,5,0
1322,101,2010-09-16 16:00:55,0,0,0
1323,101,2010-09-16 16:54:28,1,14,0
1324,36,2010-09-16 18:41:32,3,0,0
1327,179,2010-09-16 20:52:31,26,147,0
1328,101,2010-09-16 21:23:03,0,0,0
1329,1665,2010-09-16 21:32:57,335,91,5
1330,106,2010-09-16 22:02:16,2,0,0
1331,101,2010-09-16 22:19:55,0,0,0
1334,81,2010-09-17 00:15:18,6,0,0
1336,31,2010-09-17 04:27:45,1,0,0
1342,106,2010-09-17 16:31:43,7,0,0
1343,101,2010-09-17 16:51:02,58,0,0
1344,101,2010-09-17 22:43:36,3,3,0
1345,101,2010-09-17 23:20:24,2,2,0
1346,101,2010-09-17 23:42:47,0,0,0
1347,1775,2010-09-18 01:58:41,126,58,0
1349,173,2010-09-18 08:16:52,36,23,0
1351,572,2010-09-18 10:39:58,171,185,0
1352,5859,2010-09-18 10:55:08,783,595,7
1354,106,2010-09-18 15:45:37,2,0,0
1355,286,2010-09-18 16:03:08,26,23,0
1356,745,2010-07-19 22:59:16,129,115,1
1357,101,2010-09-18 18:18:33,1,3,0
1358,1,2010-09-18 19:53:41,0,0,0
1364,163,2010-09-19 13:49:49,9,0,0
1366,31,2010-09-19 17:47:58,3,0,0
1367,101,2010-09-19 18:34:42,0,0,0
1368,101,2010-09-19 19:51:22,10,2,0
1371,202,2010-09-20 01:56:00,74,15,0
1375,101,2010-09-20 10:27:53,0,23,0
1376,101,2010-09-20 13:24:07,6,0,0
1377,101,2010-09-20 14:17:51,2,1,0
1378,327,2010-09-20 16:46:23,29,35,0
1380,101,2010-09-20 22:43:23,1,34,0
1381,3533,2010-09-20 22:54:16,299,910,34
1384,101,2010-09-21 09:18:15,0,1,0
1387,126,2010-09-21 17:20:48,8,0,0
1389,262,2010-09-21 18:12:13,41,5,0
1390,10476,2010-09-21 18:58:34,1165,602,34
1392,110,2010-09-21 23:09:48,22,6,0
1393,182,2010-09-22 01:07:10,72,9,5
1395,172,2010-09-22 01:44:43,34,1,0
1396,46,2010-09-22 09:06:27,1,0,0
1397,258,2010-09-22 11:57:02,17,2,0
1398,101,2010-09-22 14:24:07,0,0,0
1399,101,2010-09-22 14:46:04,1,1,0
1400,101,2010-09-22 16:05:25,0,0,0
1402,101,2010-09-22 22:11:14,0,0,0
1403,101,2010-09-23 02:40:30,14,0,0
1409,101,2010-09-23 21:40:09,0,0,0
1410,16,2010-09-24 02:41:36,1,0,0
1411,165,2010-09-24 08:09:32,5,3,0
1413,101,2010-09-24 12:34:57,0,2,0
1414,139,2010-09-24 15:27:11,2,0,0
1416,101,2010-09-24 16:50:25,0,0,0
1417,51,2010-09-24 18:34:24,3,1,0
1419,101,2010-09-25 16:11:06,0,1,0
1421,208,2010-09-26 07:28:25,10,4,0
1422,270,2010-09-26 07:36:26,20,8,0
1423,101,2010-09-26 12:27:50,1,0,0
1424,51,2010-09-26 16:26:44,1,0,0
1426,101,2010-09-27 00:47:47,1,1,0
1434,299,2010-09-27 22:02:56,55,18,0
1435,111,2010-09-28 09:44:28,16,0,0
1436,443,2010-09-28 10:02:53,22,1,0
1437,101,2010-09-28 12:02:29,0,1,0
1439,133,2010-09-28 17:02:21,26,0,0
1440,101,2010-09-28 18:33:59,0,0,0
1441,31,2010-09-28 19:00:43,4,0,0
1442,101,2010-09-28 19:46:28,0,0,0
1443,672,2010-09-28 19:50:18,91,149,0
1445,278,2010-09-28 21:45:19,33,41,0
1446,1,2010-09-28 22:39:36,3,0,0
1448,111,2010-09-29 07:31:04,1,5,0
1451,193,2010-09-29 20:22:42,23,4,0
1455,101,2010-09-30 07:10:30,1,0,0
1456,265,2010-09-30 12:50:43,36,8,0
1457,101,2010-09-30 13:11:57,1,0,0
1458,108,2010-09-30 13:43:51,26,22,0
1459,143,2010-09-30 14:02:48,11,0,0
1460,101,2010-09-30 14:31:40,1,0,0
1462,101,2010-09-30 17:41:32,0,0,0
1463,123,2010-09-30 17:47:26,3,12,0
1464,21,2010-09-30 18:03:21,1,0,0
1465,101,2010-09-30 22:32:03,0,4,0
1466,114,2010-10-01 00:21:52,10,19,1
1467,101,2010-10-01 03:42:14,0,0,0
1468,101,2010-10-01 05:04:52,0,0,0
1472,101,2010-10-01 13:04:35,0,0,0
1474,118,2010-10-01 15:32:42,3,6,0
1475,347,2010-10-01 16:34:37,12,10,2
1479,41,2010-10-01 19:51:32,6,0,0
1480,101,2010-10-01 20:53:56,0,0,0
1483,101,2010-10-02 05:54:17,1,2,0
1486,101,2010-10-02 17:17:56,0,0,0
1487,101,2010-10-02 17:46:38,0,0,0
1488,101,2010-10-02 19:26:50,2,0,0
1489,141,2010-10-02 19:31:57,2,0,0
1490,198,2010-10-02 22:26:17,16,1,0
1493,101,2010-10-03 18:25:22,0,0,0
1494,101,2010-10-03 20:51:50,3,0,0
1495,111,2010-10-04 08:24:10,11,0,0
1496,559,2010-10-04 09:09:06,114,49,0
1497,131,2010-10-04 11:40:11,3,2,0
1498,101,2010-10-04 13:31:31,0,0,0
1499,1282,2010-10-04 13:52:47,146,189,1
1500,101,2010-10-04 16:09:20,0,0,0
1501,181,2010-10-04 20:40:30,15,0,0
1503,6,2010-10-05 05:52:35,0,0,0
1504,73,2010-10-05 10:21:12,5,1,0
1505,121,2010-10-05 11:15:19,3,0,0
1508,101,2010-10-05 14:10:12,6,0,0
1510,101,2010-10-05 20:25:27,0,0,0
1512,148,2010-10-06 11:21:41,27,3,0
1513,809,2010-10-06 19:44:06,84,12,3
1514,111,2010-10-06 20:04:43,22,3,0
1515,232,2010-10-06 20:56:29,29,24,0
1516,128,2010-10-07 10:46:45,5,1,0
1517,101,2010-10-07 11:04:06,3,1,0
1518,101,2010-10-07 11:56:56,0,12,0
1520,153,2010-10-07 18:42:49,3,2,0
1522,118,2010-10-07 20:45:33,4,0,0
1524,101,2010-10-08 09:14:10,2,0,0
1525,101,2010-10-08 13:34:35,2,0,0
1526,21,2010-10-08 15:50:42,13,1,0
1531,234,2010-10-08 20:52:45,26,2,0
1533,101,2010-10-09 14:16:05,3,3,0
1537,288,2010-10-10 00:36:16,30,10,1
1538,370,2010-10-10 02:29:19,25,37,0
1539,111,2010-10-10 05:22:36,3,0,0
1540,1794,2010-10-10 06:07:19,129,70,4
1542,148,2010-10-10 18:37:07,36,38,0
1543,101,2010-10-10 18:59:12,5,6,0
1545,48,2010-10-11 03:02:25,5,1,0
1548,101,2010-10-11 14:13:05,0,3,0
1549,1067,2010-10-11 18:20:56,93,7,8
1553,156,2010-10-12 01:16:11,0,5,0
1555,101,2010-10-12 09:20:53,1,0,0
1558,95,2010-10-12 14:54:14,6,1,0
1560,101,2010-10-12 16:29:16,0,2,0
1563,101,2010-10-12 20:02:01,0,0,0
1564,122,2010-10-12 22:48:56,19,5,0
1566,355,2010-10-13 00:44:07,23,10,0
1569,3015,2010-10-13 11:05:06,188,151,2
1571,101,2010-10-13 13:19:47,0,3,0
1573,673,2010-10-13 15:37:13,162,26,0
1574,118,2010-10-13 17:39:07,3,0,0
1576,101,2010-10-13 18:05:55,0,2,0
1577,101,2010-10-13 23:17:02,4,39,0
1578,101,2010-10-13 23:54:29,0,0,0
1580,101,2010-10-14 04:52:44,2,1,0
1582,101,2010-10-14 07:39:55,0,0,0
1583,352,2010-10-14 14:29:22,55,12,4
1585,198,2010-10-14 17:57:07,31,0,0
1586,139,2010-10-14 18:30:32,7,32,0
1590,101,2010-10-15 03:41:30,0,0,0
1591,101,2010-10-15 08:13:37,8,32,0
1592,101,2010-10-15 10:42:20,0,3,0
1595,106,2010-10-15 15:51:31,0,1,0
1596,101,2010-10-15 16:58:11,0,0,0
1598,13,2010-10-15 19:04:15,2,0,0
1599,101,2010-10-15 20:15:41,0,0,0
1600,56,2010-10-15 20:22:02,1,1,0
1603,26,2010-10-16 01:43:34,9,0,0
1607,131,2010-10-17 07:36:33,2,0,0
1609,21,2010-10-17 16:05:56,6,0,0
1611,155,2010-10-18 00:46:59,7,18,0
1612,101,2010-10-18 02:50:16,0,0,0
1614,37,2010-10-18 08:30:48,19,29,0
1615,6,2010-10-18 13:10:45,1,0,0
1616,101,2010-10-18 18:52:21,0,3,0
1618,204,2010-10-18 20:44:40,44,17,0
1620,238,2010-10-19 04:12:25,1,4,0
1622,101,2010-10-19 06:40:48,3,0,0
1623,156,2010-10-19 07:38:56,9,3,0
1626,21,2010-10-19 14:00:19,2,0,0
1627,66,2010-10-19 14:27:51,6,0,0
1629,101,2010-10-19 18:39:38,3,0,0
1633,101,2010-10-20 00:41:19,1,0,0
1636,362,2010-10-20 08:22:36,45,12,0
1637,72,2010-10-20 08:24:46,13,0,0
1640,290,2010-10-20 09:50:40,31,24,1
1641,18,2010-10-20 09:53:52,3,1,0
1643,615,2010-10-20 11:43:49,122,195,0
1644,101,2010-10-20 12:41:52,0,0,0
1645,83,2010-10-20 14:25:23,18,6,0
1647,21,2010-10-20 16:38:35,11,0,0
1649,6,2010-10-20 19:37:42,6,0,0
1654,101,2010-10-21 04:28:14,0,0,0
1655,126,2010-10-21 10:34:38,3,0,0
1657,1058,2010-10-21 14:43:17,204,44,6
1658,101,2010-10-21 16:15:23,9,29,0
1659,101,2010-10-21 16:30:58,0,0,0
1660,1,2010-10-21 17:42:19,0,0,0
1663,147,2010-10-22 03:48:30,46,5,0
1666,11,2010-10-22 07:38:59,2,0,0
1667,101,2010-10-22 08:15:41,1,0,0
1670,1589,2010-10-22 13:50:47,209,35,0
1673,101,2010-10-22 15:12:50,5,2,0
1675,101,2010-10-22 22:40:35,1,0,0
1678,101,2010-10-23 01:42:56,0,8,0
1679,3536,2010-10-23 06:00:07,382,164,8
1680,11,2010-10-23 08:05:47,3,0,0
1681,133,2010-10-23 11:05:20,12,2,0
1683,106,2010-10-23 16:17:58,3,1,0
1686,101,2010-10-23 19:58:29,0,1,0
1689,82,2010-10-24 05:14:51,37,19,0
1691,101,2010-10-24 09:08:20,2,1,0
1692,101,2010-10-24 09:11:45,0,0,0
1694,176,2010-10-24 19:01:45,5,0,0
1698,1,2010-10-25 03:52:56,2,0,0
1699,58,2010-10-25 06:43:31,20,1,0
1700,108,2010-10-25 06:47:58,3,1,0
1701,101,2010-10-25 07:41:41,0,0,0
1704,31,2010-10-25 16:05:13,4,0,0
1706,124,2010-10-25 22:21:13,33,0,0
1709,1094,2010-10-13 06:37:12,230,160,5
1716,176,2010-10-26 15:10:21,16,1,0
1720,441,2010-10-27 06:10:55,65,38,0
1723,1,2010-10-27 09:40:27,2,0,0
1724,123,2010-10-27 10:08:08,11,14,0
1725,73,2010-10-27 12:53:23,17,7,0
1727,61,2010-10-27 14:39:11,7,0,0
1730,101,2010-10-27 19:25:34,1,1,0
1731,101,2010-10-27 21:49:15,0,0,0
1735,106,2010-10-28 08:01:13,22,7,0
1737,459,2010-10-28 12:51:38,38,32,0
1739,8772,2010-10-28 17:45:54,881,154,8
1742,101,2010-10-29 09:15:52,0,0,0
1746,111,2010-10-30 16:06:07,8,0,0
1747,101,2010-10-30 16:37:24,1,2,0
1749,101,2010-10-30 21:29:05,2,0,0
1750,106,2010-10-31 01:05:15,17,3,0
1751,101,2010-10-31 06:31:54,0,0,0
1752,126,2010-10-31 09:56:48,1,0,0
1753,101,2010-10-31 15:23:35,0,0,0
1755,101,2010-10-31 16:42:07,0,0,0
1756,171,2010-10-31 19:18:39,10,16,1
1758,101,2010-10-31 23:28:47,1,0,0
1760,335,2010-11-01 05:21:08,7,8,0
1761,101,2010-11-01 05:27:13,3,0,0
1762,197,2010-11-01 05:38:13,18,2,0
1763,592,2010-10-26 07:28:19,212,19,0
1764,7461,2010-11-01 17:39:33,764,1264,8
1765,481,2010-11-01 20:52:32,29,213,1
1766,238,2010-11-01 21:01:45,36,60,0
1770,101,2010-11-02 09:59:54,1,0,0
1771,101,2010-11-02 11:12:46,0,1,0
